"Symbol","Name","EntrezGene.ID","Ensembl.Gene.ID","MGI.ID","Gene.group.name"
"EXOSC3","exosome component 3",51010,"ENSG00000107371","MGI:1913612","Exosome complex"
"EXOSC3P1","exosome component 3 pseudogene 1",100151640,"ENSG00000229007","",""
"EXOSC3P2","exosome component 3 pseudogene 2",100190954,"ENSG00000269763","",""
"EXOSC4","exosome component 4",54512,"ENSG00000178896","MGI:1923576","MicroRNA protein coding host genes|Exosome complex"
"EXOSC5","exosome component 5",56915,"ENSG00000077348","MGI:107889","Exosome complex"
"EXOSC6","exosome component 6",118460,"ENSG00000223496","MGI:1919794","Exosome complex"
"EXOSC7","exosome component 7",23016,"ENSG00000075914","MGI:1913696","Exosome complex"
"EXOSC8","exosome component 8",11340,"ENSG00000120699","MGI:1916889","Exosome complex"
"EXOSC9","exosome component 9",5393,"ENSG00000123737","MGI:1355319","Exosome complex"
"EXOSC10","exosome component 10",5394,"ENSG00000171824","MGI:1355322","Exosome complex"
"EXOSC10-AS1","EXOSC10 antisense RNA 1",105376736,"ENSG00000230337","","Antisense RNAs"
"EXPH5","exophilin 5",23086,"ENSG00000110723","MGI:2443248",""
"EXT1","exostosin glycosyltransferase 1",2131,"ENSG00000182197","MGI:894663","Exostosin glycosyltransferase family"
"EXT2","exostosin glycosyltransferase 2",2132,"ENSG00000151348","MGI:108050","Exostosin glycosyltransferase family"
"EXTL1","exostosin like glycosyltransferase 1",2134,"ENSG00000158008","MGI:1888742","Exostosin glycosyltransferase family"
"EXTL2","exostosin like glycosyltransferase 2",2135,"ENSG00000162694","MGI:1889574","Exostosin glycosyltransferase family"
"EXTL2P1","exostosin like glycosyltransferase 2 pseudogene 1",100287682,"ENSG00000223976","",""
"EXTL3","exostosin like glycosyltransferase 3",2137,"ENSG00000012232","MGI:1860765","Exostosin glycosyltransferase family"
"EXTL3-AS1","EXTL3 antisense RNA 1",101929402,"ENSG00000246339","","Antisense RNAs"
"EYA1","EYA transcriptional coactivator and phosphatase 1",2138,"ENSG00000104313","MGI:109344","EYA transcriptional coactivator and phosphatases"
"EYA2","EYA transcriptional coactivator and phosphatase 2",2139,"ENSG00000064655","MGI:109341","EYA transcriptional coactivator and phosphatases|MicroRNA protein coding host genes"
"EYA3","EYA transcriptional coactivator and phosphatase 3",2140,"ENSG00000158161","MGI:109339","EYA transcriptional coactivator and phosphatases"
"EYA4","EYA transcriptional coactivator and phosphatase 4",2070,"ENSG00000112319","MGI:1337104","EYA transcriptional coactivator and phosphatases"
"EYS","eyes shut homolog",346007,"ENSG00000188107","",""
"EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit",2145,"ENSG00000108799","MGI:1097695","Myb/SANT domain containing|MicroRNA protein coding host genes|Lysine methyltransferases|SET domain containing|Polycomb repressive complex 2"
"EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit",2146,"ENSG00000106462","MGI:107940","Polycomb repressive complex 2|Lysine methyltransferases|Myb/SANT domain containing|SET domain containing"
"EZH2P1","enhancer of zeste 2 polycomb repressive complex 2 subunit pseudogene 1",266693,"ENSG00000231300","",""
"EZHIP","EZH inhibitory protein",340602,"ENSG00000187690","MGI:2147968",""
"EZR","ezrin",7430,"ENSG00000092820","MGI:98931","A-kinase anchoring proteins|FERM domain containing"
"EZR-AS1","EZR antisense RNA 1",NA,"ENSG00000233893","","Antisense RNAs"
"F2","coagulation factor II, thrombin",2147,"ENSG00000180210","MGI:88380","Complement system regulators and receptors|Gla domain containing|Receptor ligands"
"F2R","coagulation factor II thrombin receptor",2149,"ENSG00000181104","MGI:101802","F2R receptors"
"F2RL1","F2R like trypsin receptor 1",2150,"ENSG00000164251","MGI:101910","F2R receptors"
"F2RL2","coagulation factor II thrombin receptor like 2",2151,"ENSG00000164220","MGI:1298208","F2R receptors"
"F2RL3","F2R like thrombin or trypsin receptor 3",9002,"ENSG00000127533","MGI:1298207","F2R receptors"
"F3","coagulation factor III, tissue factor",2152,"ENSG00000117525","MGI:88381","CD molecules"
"F5","coagulation factor V",2153,"ENSG00000198734","MGI:88382",""
"F7","coagulation factor VII",2155,"ENSG00000057593","MGI:109325","Gla domain containing"
"F7R","coagulation factor VII regulator",2156,"","",""
"F8","coagulation factor VIII",2157,"ENSG00000185010","MGI:88383",""
"F8A1","coagulation factor VIII associated 1",8263,"ENSG00000277203","MGI:95474",""
"F8A2","coagulation factor VIII associated 2",474383,"ENSG00000274791","MGI:95474",""
"F8A3","coagulation factor VIII associated 3",474384,"ENSG00000277150","MGI:95474",""
"F9","coagulation factor IX",2158,"ENSG00000101981","MGI:88384","Gla domain containing"
"F10","coagulation factor X",2159,"ENSG00000126218","MGI:103107","Gla domain containing"
"F10-AS1","F10 antisense RNA 1",NA,"ENSG00000231882","","Antisense RNAs"
"F11","coagulation factor XI",2160,"ENSG00000088926","MGI:99481",""
"F11-AS1","F11 antisense RNA 1",285441,"ENSG00000251165","","Antisense RNAs"
"F11R","F11 receptor",50848,"ENSG00000158769","MGI:1321398","V-set domain containing|CD molecules|Ig-like cell adhesion molecule family"
"F12","coagulation factor XII",2161,"ENSG00000131187","MGI:1891012",""
"F13A1","coagulation factor XIII A chain",2162,"ENSG00000124491","MGI:1921395","Transglutaminases|MicroRNA protein coding host genes"
"F13B","coagulation factor XIII B chain",2165,"ENSG00000143278","MGI:88379","Sushi domain containing"
"FA2H","fatty acid 2-hydroxylase",79152,"ENSG00000103089","MGI:2443327","Fatty acid hydroxylase domain containing"
"FAAH","fatty acid amide hydrolase",2166,"ENSG00000117480","MGI:109609",""
"FAAH2","fatty acid amide hydrolase 2",158584,"ENSG00000165591","",""
"FAAHP1","fatty acid amide hydrolase pseudogene 1",729041,"ENSG00000232022","",""
"FAAP20","FA core complex associated protein 20",199990,"ENSG00000162585","MGI:1914763",""
"FAAP24","FA core complex associated protein 24",91442,"ENSG00000131944","MGI:2142208",""
"FAAP100","FA core complex associated protein 100",80233,"ENSG00000185504","MGI:1919135",""
"FABP1","fatty acid binding protein 1",2168,"ENSG00000163586","MGI:95479","Fatty acid binding protein family"
"FABP2","fatty acid binding protein 2",2169,"ENSG00000145384","MGI:95478","Fatty acid binding protein family"
"FABP3","fatty acid binding protein 3",2170,"ENSG00000121769","MGI:95476","Fatty acid binding protein family"
"FABP3P2","fatty acid binding protein 3 pseudogene 2",56677,"ENSG00000233259","",""
"FABP4","fatty acid binding protein 4",2167,"ENSG00000170323","MGI:88038","Fatty acid binding protein family"
"FABP5","fatty acid binding protein 5",2171,"ENSG00000164687","MGI:101790","Fatty acid binding protein family"
"FABP5P1","fatty acid binding protein 5 pseudogene 1",387934,"ENSG00000236972","",""
"FABP5P2","fatty acid binding protein 5 pseudogene 2",729163,"ENSG00000236044","",""
"FABP5P3","fatty acid binding protein 5 pseudogene 3",220832,"ENSG00000241735","",""
"FABP5P4","fatty acid binding protein 5 pseudogene 4",404766,"ENSG00000229287","",""
"FABP5P5","fatty acid binding protein 5 pseudogene 5",100288964,"ENSG00000213716","",""
"FABP5P6","fatty acid binding protein 5 pseudogene 6",100130687,"ENSG00000249919","",""
"FABP5P7","fatty acid binding protein 5 pseudogene 7",728641,"ENSG00000234964","",""
"FABP5P8","fatty acid binding protein 5 pseudogene 8",728729,"","",""
"FABP5P9","fatty acid binding protein 5 pseudogene 9",642956,"","",""
"FABP5P10","fatty acid binding protein 5 pseudogene 10",344332,"ENSG00000213201","",""
"FABP5P11","fatty acid binding protein 5 pseudogene 11",266699,"ENSG00000240122","",""
"FABP5P12","fatty acid binding protein 5 pseudogene 12",100270673,"ENSG00000249367","",""
"FABP5P13","fatty acid binding protein 5 pseudogene 13",106480712,"ENSG00000234958","","Pseudoautosomal region 1"
"FABP5P14","fatty acid binding protein 5 pseudogene 14",NA,"ENSG00000234588","",""
"FABP5P15","fatty acid binding protein 5 pseudogene 15",NA,"ENSG00000237106","",""
"FABP6","fatty acid binding protein 6",2172,"ENSG00000170231","MGI:96565","Fatty acid binding protein family"
"FABP6-AS1","FABP6 antisense RNA 1",105377690,"ENSG00000247699","","Antisense RNAs"
"FABP7","fatty acid binding protein 7",2173,"ENSG00000164434","MGI:101916","Fatty acid binding protein family"
"FABP7P1","fatty acid binding protein 7 pseudogene 1",100506953,"ENSG00000226766","",""
"FABP7P2","fatty acid binding protein 7 pseudogene 2",NA,"ENSG00000235129","",""
"FABP9","fatty acid binding protein 9",646480,"ENSG00000205186","MGI:1194881","Fatty acid binding protein family"
"FABP12","fatty acid binding protein 12",646486,"ENSG00000197416","MGI:1922747","Fatty acid binding protein family"
"FABP12P1","fatty acid binding protein 12 pseudogene 1",NA,"ENSG00000216265","",""
"FADD","Fas associated via death domain",8772,"ENSG00000168040","MGI:109324","Death inducing signaling complex |Ripoptosome|Death effector domain containing"
"FADS1","fatty acid desaturase 1",3992,"ENSG00000149485","MGI:1923517","MicroRNA protein coding host genes|Fatty acid desaturases"
"FADS2","fatty acid desaturase 2",9415,"ENSG00000134824","MGI:1930079","Fatty acid desaturases"
"FADS2B","fatty acid desaturase 2B, pseudogene",643181,"ENSG00000274150","MGI:2687041",""
"FADS3","fatty acid desaturase 3",3995,"ENSG00000221968","MGI:1928740","Fatty acid desaturases"
"FADS6","fatty acid desaturase 6",283985,"ENSG00000172782","MGI:3039592","Fatty acid desaturases"
"FAF1","Fas associated factor 1",11124,"ENSG00000185104","MGI:109419","UBX domain containing"
"FAF1-AS1","FAF1 antisense RNA 1",105378715,"ENSG00000225767","","Antisense RNAs"
"FAF2","Fas associated factor family member 2",23197,"ENSG00000113194","MGI:1923827","UBX domain containing"
"FAF2P1","Fas associated factor family member 2 pseudogene 1",100128043,"ENSG00000228759","",""
"FAH","fumarylacetoacetate hydrolase",2184,"ENSG00000103876","MGI:95482",""
"FAHD1","fumarylacetoacetate hydrolase domain containing 1",81889,"ENSG00000180185","MGI:1915886",""
"FAHD2A","fumarylacetoacetate hydrolase domain containing 2A",51011,"ENSG00000115042","MGI:1915376",""
"FAHD2B","fumarylacetoacetate hydrolase domain containing 2B",151313,"ENSG00000144199","",""
"FAHD2CP","fumarylacetoacetate hydrolase domain containing 2C, pseudogene",729234,"ENSG00000231584","",""
"FAHD2P1","fumarylacetoacetate hydrolase domain containing 2 pseudogene 1",729610,"ENSG00000257302","",""
"FAIM","Fas apoptotic inhibitory molecule",55179,"ENSG00000158234","MGI:1344387",""
"FAIM2","Fas apoptotic inhibitory molecule 2",23017,"ENSG00000135472","MGI:1919643","Transmembrane BAX inhibitor motif containing"
"FALEC","focally amplified long non-coding RNA in epithelial cancer",100874054,"ENSG00000228126","","Long non-coding RNAs with non-systematic symbols"
"FAM3A","FAM3 metabolism regulating signaling molecule A",60343,"ENSG00000071889","MGI:1913544",""
"FAM3B","FAM3 metabolism regulating signaling molecule B",54097,"ENSG00000183844","MGI:1270150",""
"FAM3C","FAM3 metabolism regulating signaling molecule C",10447,"ENSG00000196937","MGI:107892",""
"FAM3C2","family with sequence similarity 3 member C2 (pseudogene)",286460,"ENSG00000174028","",""
"FAM3D","FAM3 metabolism regulating signaling molecule D",131177,"ENSG00000198643","MGI:1201784",""
"FAM3D-AS1","FAM3D antisense RNA 1",NA,"ENSG00000244383","","Antisense RNAs"
"FAM8A1","family with sequence similarity 8 member A1",51439,"ENSG00000137414","MGI:2145496",""
"FAM8A2P","family with sequence similarity 8 member A2, pseudogene",728097,"ENSG00000254722","",""
"FAM8A3P","family with sequence similarity 8 member A3, pseudogene",100129594,"ENSG00000224337","",""
"FAM8A4P","family with sequence similarity 8 member A4, pseudogene",386726,"ENSG00000232730","",""
"FAM8A5P","family with sequence similarity 8 member A5, pseudogene",114181,"ENSG00000238101","",""
"FAM8A6P","family with sequence similarity 8 member A6, pseudogene",114182,"ENSG00000218772","",""
"FAM8A7P","family with sequence similarity 8 member A7, pseudogene",386725,"","",""
"FAM8A9P","family with sequence similarity 8 member A9, pseudogene",386727,"","",""
"FAM8A10P","family with sequence similarity 8 member A10, pseudogene",386728,"","",""
"FAM9A","family with sequence similarity 9 member A",171482,"ENSG00000183304","",""
"FAM9B","family with sequence similarity 9 member B",171483,"ENSG00000177138","",""
"FAM9C","family with sequence similarity 9 member C",171484,"ENSG00000187268","",""
"FAM13A","family with sequence similarity 13 member A",10144,"ENSG00000138640","MGI:1889842","Rho GTPase activating proteins"
"FAM13A-AS1","FAM13A antisense RNA 1",285512,"ENSG00000248019","","Antisense RNAs"
"FAM13B","family with sequence similarity 13 member B",51306,"ENSG00000031003","MGI:2447834","Rho GTPase activating proteins"
"FAM13C","family with sequence similarity 13 member C",220965,"ENSG00000148541","MGI:1918971",""
"FAM20A","FAM20A golgi associated secretory pathway pseudokinase",54757,"ENSG00000108950","MGI:2388266","Golgi associated kinase family"
"FAM20B","FAM20B glycosaminoglycan xylosylkinase",9917,"ENSG00000116199","MGI:2443990","Golgi associated kinase family"
"FAM20C","FAM20C golgi associated secretory pathway kinase",56975,"ENSG00000177706","MGI:2136853","Golgi associated kinase family"
"FAM21EP","family with sequence similarity 21 member E, pseudogene",100421577,"ENSG00000235618","",""
"FAM21FP","family with sequence similarity 21 member F, pseudogene",100288690,"ENSG00000237840","",""
"FAM24A","family with sequence similarity 24 member A",118670,"ENSG00000203795","MGI:1915473",""
"FAM24B","family with sequence similarity 24 member B",196792,"ENSG00000213185","MGI:1916568",""
"FAM25A","family with sequence similarity 25 member A",643161,"ENSG00000188100","MGI:1916384",""
"FAM25BP","family with sequence similarity 25 member B, pseudogene",100132929,"ENSG00000273225","",""
"FAM25C","family with sequence similarity 25 member C",644054,"ENSG00000276430","",""
"FAM25E","family with sequence similarity 25 member E",643479,"ENSG00000231122","",""
"FAM25G","family with sequence similarity 25 member G",100133093,"ENSG00000189090","",""
"FAM27B","family with sequence similarity 27 member B",100133121,"ENSG00000278763","","Long non-coding RNAs with FAM root symbol"
"FAM27C","family with sequence similarity 27 member C",100132948,"ENSG00000231527","","Long non-coding RNAs with FAM root symbol"
"FAM27D1","family with sequence similarity 27 member D1",724094,"","","Long non-coding RNAs with FAM root symbol"
"FAM27E2","family with sequence similarity 27 member E2",100289124,"","","Long non-coding RNAs with FAM root symbol"
"FAM27E3","family with sequence similarity 27 member E3",100131997,"ENSG00000274026","","Long non-coding RNAs with FAM root symbol"
"FAM27E4","family with sequence similarity 27 member E4",107987001,"","","Long non-coding RNAs with FAM root symbol"
"FAM27E5","family with sequence similarity E5",284123,"ENSG00000178130","","Long non-coding RNAs with FAM root symbol"
"FAM30A","family with sequence similarity 30 member A",9834,"ENSG00000226777","","Long non-coding RNAs with FAM root symbol"
"FAM30B","family with sequence similarity 30 member B",105379202,"ENSG00000277988","","Long non-coding RNAs with FAM root symbol"
"FAM30C","family with sequence similarity 30 member C",654499,"ENSG00000259698","","Long non-coding RNAs with FAM root symbol"
"FAM32A","family with sequence similarity 32 member A",26017,"ENSG00000105058","MGI:1915172","Spliceosomal C complex|Spliceosomal P complex"
"FAM32BP","family with sequence similarity 32 member B, pseudogene",399656,"ENSG00000203416","",""
"FAM32CP","family with sequence similarity 32 member C, pseudogene",645646,"ENSG00000213525","",""
"FAM32DP","family with sequence similarity 32 member D, pseudogene",100190955,"","",""
"FAM32EP","family with sequence similarity 32 member E, pseudogene",100190956,"","",""
"FAM41AY1","family with sequence similarity 41 member A, Y-linked 1",340618,"ENSG00000224989","","Long non-coding RNAs with FAM root symbol"
"FAM41AY2","family with sequence similarity 41 member A, Y-linked 2",100302526,"ENSG00000226362","","Long non-coding RNAs with FAM root symbol"
"FAM41C","family with sequence similarity 41 member C",284593,"ENSG00000230368","","Long non-coding RNAs with FAM root symbol"
"FAM43A","family with sequence similarity 43 member A",131583,"ENSG00000185112","MGI:2676309",""
"FAM43B","family with sequence similarity 43 member B",163933,"ENSG00000183114","MGI:3651622",""
"FAM47A","family with sequence similarity 47 member A",158724,"ENSG00000185448","",""
"FAM47B","family with sequence similarity 47 member B",170062,"ENSG00000189132","",""
"FAM47C","family with sequence similarity 47 member C",442444,"ENSG00000198173","MGI:1918114",""
"FAM47DP","family with sequence similarity 47 member D, pseudogene",139249,"ENSG00000174678","",""
"FAM47E","family with sequence similarity 47 member E",100129583,"ENSG00000189157","MGI:2686227",""
"FAM47E-STBD1","FAM47E-STBD1 readthrough",100631383,"ENSG00000272414","",""
"FAM50A","family with sequence similarity 50 member A",9130,"ENSG00000071859","MGI:1351626","Spliceosomal P complex|MicroRNA protein coding host genes|Spliceosomal C complex"
"FAM50B","family with sequence similarity 50 member B",26240,"ENSG00000145945","MGI:1351640",""
"FAM53A","family with sequence similarity 53 member A",152877,"ENSG00000174137","MGI:1919225",""
"FAM53B","family with sequence similarity 53 member B",9679,"ENSG00000189319","MGI:1925188",""
